SKU,Model_number,Name,Wholesale_Price,Price
1003202197,68248,Altura 48 in. Indoor/Outdoor Bronze Ceiling Fan,$64.40,$139.00
1003977370,59252,Ashby Park 52 in. White Color Changing Integrated LED Brushed Nickel Ceiling Fan with Light Kit and Remote Control,$68.94,$139.00
1001604899,717483,Amaretto 70 in. LED Indoor French Beige Ceiling Fan with Light Kit and Remote Control,$123.33,$229.00
1002453525,T5625-E,"Decora 15 Amp Commercial Grade Combination Single Pole Rocker Switch and Outlet, Black",$7.59,$11.98
1000912888,785247174843,1-Light Brushed Nickel Flush Mount with Alabaster Glass,$10.35,$6.00
1000558103,522030,Not found,$8.59,Not Found
1002952359,785247221677,Whirl Collection 60 in. LED Antique Bronze Indoor/Outdoor Ceiling Fan,$172.11,$359.19
1003213147,JYL1051A,Douglas 28 in. Green Mosaic LED Table Lamp,$57.71,$78.47
1002936733,W36399-PW-C,White 2-Gang Toggle Wall Plate (1-Pack),$7.45,$11.72
1002832714,HZ-5318-BZ,240° Bronze Motion Activated Outdoor Flood Light,$15.64,$28.10
1001598752,DTM130,Temperature and Humidity Meter,$85.86,Not Found
1002251419,756041,Not found,$155.60,Not Found
1002738456,35604,"6-Bulb 12 ft. Classic Cafe Integrated LED String Lights, White",$25.45,$29.50
1000945339,156596,Orange Plastic Stack Chairs (Set of 5),$76.65,$268.96
1002651367,785247212897,Replay Collection Three-Light Bath & Vanity,$44.42,$74.00
1000562886,566523,Devereaux II 52 in. Indoor Weathered Brass Ceiling Fan with Light Kit and Remote Control,$87.03,$145.11
1001476751,231U35,7 in. White LED Motion Sensor Flush Mount Closet Light,$27.60,$29.86
1002545501,714985,Not found,$9.40,Not Found
1002545037,524112,350 cu. in. BBQ Pecan Wood Chunks,$105.79,$8.97
1002422207,FM1003-CHR,12 in. 2 Light Ellipse Chrome Round Flush Mount,$48.30,$49.41
1002498552,AL634-NI,Not found,$72.00,Not Found
1001787853,V1819-33,1-Light Interior/Indoor Brushed Nickel Barn/RLM/Inverted/Bowl Hanging Pendant,$48.99,$55.12
1001320849,695518,Not found,$88.55,Not Found
1001480519,698936,Not found,$49.45,Not Found
1001474513,704778,Not found,$7.54,Not Found
1001610187,719559,Egg and Dart Plate 2-3/8 in. Backset Satin Nickel S Grip Entry Set Egg and Dart Knob,$75.60,$249.99
1002316429,56024,Not found,$87.71,Not Found
1002498591,YG419-BN,Not found,$59.77,Not Found
1000515544,PIR725,Motion Sensing Light Socket,$17.87,$22.20
1000555763,654043,"Southwind 52 in. LED Indoor Venetian Bronze Smart Ceiling Fan with Light Kit, Remote Control and WINK Remote Control",$41.17,$158.99
1001228985,226H71,E-Series 5 in. and 6 in. Matte White Recessed 3000K LED Baffle Module,$10.93,$17.97
1003594990,JYL7433A,Marion 12.75 in. 2-Light Hurricane Metal/Glass Chrome Vanity Light,$44.88,$55.82
1000556069,20031-107,Not found,$19.55,Not Found
1000500533,S187D,Safe Pool Alarm,$16.96,$27.57
1001470064,699976,3/4 in. -16 High Speed Steel Left Hand 4-Flute Taper Tap (1-Piece),$8.41,$21.25
1000410697,210LCM,Contractor Select EXG Series 120/277-Volt Integrated LED White and Green Exit Sign W/ Back Up Battery,$22.77,$23.93
1003526712,19999,Altura 48 in. Indoor/Outdoor Oil-Rubbed Bronze Ceiling Fan with Remote Control,$76.82,$173.97
1002183226,20037-308,3-Light White Motion Activated Indoor/Outdoor Integrated LED Landscape Path Light,$12.65,Not Found
1002498576,YG493OD-EB,Not found,$158.09,Not Found
1002545522,524084,Everstar 44 in. Indoor Brushed Nickel Ceiling Fan with Light Kit,$58.24,$96.50
1002275339,YG528-WH,Portwood 60 in. LED Outdoor White Ceiling Fan,$107.54,$219.00
1002646385,98593575M,32 in. to 70 in. Full Motion Television Wall Mount in Black,$28.75,$37.07
1001319375,2163-SN,3-Light Satin Nickel Vanity Light and Etched White Glass,$68.94,$157.90
1002238970,753537,Orange 4-Finish Shatterproof Christmas Ball Ornaments (24-Count),$29.79,$15.00
1000505248,15143,Not found,$14.81,Not Found
1001546108,HZ-4150-BK,150° Black Charleston Coach Lantern Sconce with Clear Glass,$24.82,$29.06
1002493483,765222,Not found,$28.77,Not Found
1000557032,623167,Essen 1-Light Antique Copper Outdoor Wall Lantern Sconce,$13.70,$48.57
1001414306,V5234-33,Trinidad 4-Light Indoor Brushed Nickel Bath or Vanity Wall Mount with Alabaster Glass Bell Shades,$62.33,$74.79
1003363396,NXT-1620-19,Not found,$8.07,Not Found
1002313935,ETD61-LED,Not found,$15.87,Not Found
1001636894,51504,Not found,$111.24,Not Found
1002175216,751309,Altura 48 in. Indoor/Outdoor Oil-Rubbed Bronze Ceiling Fan,$64.75,$139.00
1001542116,704751,Classic Rosette 2-3/8 in. Backset Oil-Rubbed Bronze Passage Hall/Closet Homestead Door Knob,$18.07,$88.24
1004488283,TRK5RA-CCA,Ratio 4 ft. 5-Light Steel Integrated LED Track Lighting Kit,$82.80,Not Found
1003543860,HDP98800,1-Light Brushed Steel Seeded Glass Pendant,$31.57,$69.97
1002519062,CF0130,Anderson 22 in. LED Black Ceiling Fan with Remote Control works with Google and Alexa,$149.47,$249.00
1003420375,263X2V,Contractor Select ECC Series 120/277-Volt Integrated LED White and Green Exit Emergency Combo W/ 3.6V Battery,$35.88,$47.30
1002307848,91156,Large Distressed White Horse Sculpture Shelf Decor,$116.04,$98.45
1002500309,NXT-1636,Not found,$7.75,Not Found
1003023395,AL383LED-EB,Not found,$29.35,Not Found
1000553763,597576,Not found,$65.55,Not Found
1001753792,V1026-33,6-Light Indoor Brushed Nickel Movie Beauty Makeup Hollywood Bath or Vanity Light Bar Wall Mount or Wall Sconce,$18.98,$31.45
1003804302,33862,"7-Day 2-Outlet Outdoor/Indoor SunSmart Plug-In Timer, Black",$16.82,$19.50
1001765165,234F7K,Contemporary Square 3-Light Brushed Nickel 3K LED Vanity Light,$78.66,$80.58
1000563888,524184,Not found,$31.10,Not Found
1002153126,33694,Universal Easy Adjust Basic Antenna,$10.82,Not Found
1003155144,36825,25 ft. 3-Outlet Indoor/Outdoor Extension Cord,$9.48,$12.96
1002147829,CAN600CLBL,"Twist Mount for Flex, Blue",$11.50,$14.26
1000519968,AWC1G3BS4,"adorne 1 Gang Plus Decorator/Rocker Wall Plate, Brushed Stainless Steel (1-Pack)",$30.22,$32.98
1000552296,560783,CHP Micro Nipper TR-20-M-A,$16.96,$16.96
1002498550,YG533-SST-BN,Hanlon 52 in. Integrated LED Indoor/Outdoor Stainless Steel Ceiling Fan with Light Kit and Wall Control,$138.43,$249.00
1002936743,W36404-PW-C,White 3-Gang 3-Toggle Wall Plate (1-Pack),$9.69,$15.25
1003244458,59355,"4 ft. Kearney 6-Light Brushed Nickel Foldable Track Lighting, Bulbs Included",$72.74,$80.36
1003516798,19979,Connor 52 in. Integrated LED Matte White Ceiling Fan with Light Kit and Remote Control,$65.58,$128.96
1001817163,RL560WH6930-6PK,"RL 5 in. and 6 in. White Integrated LED Recessed Ceiling Light Retrofit Value Pack with Dimmer 90 CRI, 3000K (6-Pack)",$134.55,$119.00
1000944748,785247806034,6 in. White Recessed Albalite Shower Trim,$35.19,$15.39
1002473929,DL10115BKS,Low-Voltage Black Outdoor Integrated LED Landscape Path Light,$8.82,$21.97
1003914962,15224B,Not found,$51.03,Not Found
1002545301,524100,Not found,$109.47,Not Found
1000563108,566525,Devereaux II 52 in. Indoor Gunmetal Ceiling Fan with Light Kit and Remote Control,$85.23,$13.48
1002317170,SW1422WH,Not found,$60.95,Not Found
1003816161,OME1LB-HD2D,Essence 7.5-Watt Chrome Integrated LED Pendant,$20.75,$72.97
1002711135,91044,Exterior Door Handle Front Left,$55.66,$42.29
1000587275,SL-7210,180 Degree White Motion-Sensing Solar-Powered LED Outdoor Security Light,$29.87,$33.29
1002205484,54663,Not found,$95.25,Not Found
1000514935,1000514935,Bluetooth Outdoor Speaker,$31.63,$26.31
1000525679,MS-OPS5MH-WH,"Maestro 5 Amp Single-Pole or Multi-Location Motion Sensor Switch, White",$21.80,$29.99
1000123319,642006,Multi-Purpose Specialty 12 in. x 4 ft. Cork Self-Adhesive Drawer and Shelf Liner (6 rolls),$25.07,$40.43
1002608643,32075,"15 Amp Tamper-Resistant Self-Test GFCI Outlet, White",$16.77,$15.93
1000117848,785247440399,1-Light White Pendant with White Opal Glass,$59.95,$112.23
1000505817,ST01,15 Amp Heavy Duty Astro In-Wall Digital Timer,$36.28,$19.59
1002238972,753538,Not found,$14.49,Not Found
1003363329,91850,Not found,$47.75,Not Found
1002313143,785247202614,LED Square Cylinder Collection 29-Watt 12 in. Outdoor Black Integrated LED Wall Lantern Sconce,$117.77,$160.65
1002193692,753299,New UBIZ Thick 125 Amp 1-1/2 in. 2-Pole Zinsco Type QC Replacement Circuit Breaker,$290.81,$299.33
1000551383,218LNE,3.7 ft. 3 -Light Matte Black Incandescent Track Lighting Kit,$38.07,$44.19
1003823908,AM696-EB,Wilmington 52 in. LED Espresso Bronze Ceiling Fan with Light,$88.15,$179.00
1004476550,2177HD,Solar Powered Stainless Steel Outdoor Integrated LED Super Bright In-Ground Path Disk Lights (8 per Box),$32.20,$39.99
1003599558,33701,"2-Device Universal Remote Control, Big Button, Silver",$7.38,$9.99
1001541695,70PS,"6 in. White Recessed Ceiling Light Trim with Albalite Glass Lens, Wet Rated Shower Light",$8.26,$14.99
1000520038,MA-R-WH,Maestro Companion Multi-Location Dimmer - White,$16.33,$21.58
1001839948,IPL250-3B,"250 MCM-6 AWG Bagged Insulated Multi-Tap Connector, Black",$26.22,$29.40
1000408143,538838,15 oz. High Performance Enamel Gloss Hunter Green Spray Paint (6-Pack),$16.33,$28.68
1001470321,699806,Pump2Pour 1/2 Gal. Seafoam Insulated Jug With Hose and Spout,$123.21,$52.34
1002084995,752002,Not found,$19.90,Not Found
1001514039,704912,Wesleigh 2-Light Bronze Outdoor Wall Lantern Sconce,$27.51,$89.97
1000521261,43RRRAN,English Garden 3 Gang Rocker Metal Wall Plate - Antique Nickel,$8.63,$13.47
1001681214,233LRA,4 in. Matte White Recessed Gimbal Integrated LED Module (3000K) Trim Kit,$36.80,$44.12
1000552674,RW24BCC,24 ft. Incandescent White Rope Light Kit,$19.49,$20.43
1002636539,98594975M,32 in. to 70 in. Full Motion Articulation Wall Mount,$31.05,$41.61
1001406724,230EMN,Meshback 1-Light Brushed Nickel Integrated LED Track Lighting Head,$32.27,$45.35
